nombre;codigo;;
JOAQUIN BORRERO;10087;;
VILLA DE LOS ALPES;10088;;
COOSERVICIO;10089;;
TERCER MILENIO;10090;;
RIBERAS DEL ROSARIO;10091;;
PUCALPA;10092;;
PANORAMICO;10093;;
EL CANAL;10094;;
CALARCA;10095;;
URBANIZACION VILLA NELLY;10096;;
SIERRA MORENA;10097;;
SAN GERARDO;10098;;
PERLA DEL OTUN;10099;;
VILLA ITALIA;10100;;
QUINTAS DE DON PIO;10101;;
ANCON;10102;;
MALVINAS;10103;;
CAIMITOS;10104;;
EL TABLAZO;10105;;
NAZARETH;10106;;
LA ALDEA;10107;;
URAPAN;10108;;
CORDIALIDAD;10109;;
CALI MIO;10110;;
VEINTIOCHO DE MAYO;10111;;
CIUDAD SALITRE;10112;;
EL SABROSO;10113;;
HACIENDA BUENOS AIRES;10114;;
EL PEREZ;10115;;
PERIODISTAS;10116;;
PARQUE RESIDENCIAL EL BOSQUE;10117;;
VILLAALMENDROS;10118;;
CAMACHO;10119;;
VILLA VICENCIO;10120;;
FLORIAN;10121;;
QUITO LOPEZ II;10122;;
CHILLANQUER;10123;;
HABAS;10124;;
SICARARE;10125;;
PUENTE PALMA;10126;;
CUATRO ESQUINAS;10127;;
CALAMO;10128;;
RONDINELA;10129;;
VILLA MARLEN;10130;;
COVICEDROS;10131;;
CARACOLES;10132;;
CALIMIO NORTE;10133;;
GRAN VICTORIA;10134;;
URBANIZACION FRANCISCO JARAMILLO;10135;;
BALCONES II;10136;;
BUENA ESPERANZA;10137;;
ALTOS DE PARIS;10138;;
LA ROSA;10139;;
LA VIRGINIA;10140;;
VILLA MAYOR;10141;;
VILLA SOFIA;10142;;
LOS JARDINES;10143;;
AIRE LIBRE;10144;;
CUCASREMO;10145;;
ALTO VIENTO;10146;;
VALVANERA;10147;;
JIM POND;10148;;
LOS ELISEOS;10149;;
YULIMA;10150;;
CAICEDONIA;10151;;
INTERLAKEN;10152;;
MIJITAYO;10153;;
IDEMA;10154;;
%CASTELL%;10155;;
BOMBONA;10156;;
LA PANADERIA;10157;;
GUACAMAYAS;10158;;
PROTECHO;10159;;
PUEBLO ALTO;10160;;
VILLA SAN CARLOS;10161;;
LIBARDO BENAVIDEZ;10162;;
GARUPAL;10163;;
VILLA NELLY;10164;;
EZEQUIEL MORENO;10165;;
SYSTESOFT;10166;;
III MILENIO;10167;;
MULTICENTRO;10168;;
VILLA MAYOR ANTIGUA;10169;;
LA ELIZA;10170;;
LOS HOYOS;10171;;
LA ESNEDA;10172;;
SICANDES;10173;;
CALLE PRINCIPAL;10174;;
CHAQUIRA;10175;;
VILLA CATALINA;10176;;
AVENIDA CHILE;10177;;
URBANIZACION GUAMUEZ;10178;;
SAGI;10179;;
LA HEROICA;10180;;
PAEZ;10181;;
SAN JAVIER;10182;;
HUILA;10183;;
RIO BLANCO;10184;;
GUALCALOMA;10185;;
TIMANCO;10186;;
BRISAS DEL RIO FRAYLE;10187;;
EL LAURO;10188;;
PERALONSO;10189;;
TORTUGAS;10190;;
LA LORENA;10191;;
NUEVO FATIMA;10192;;
INGENIO SAN CARLOS;10193;;
QUIRIGUA;10194;;
FUELIO GOMEZ;10195;;
GIRARDOTH;10196;;
COMFENALCO;10197;;
MONTERILLA;10198;;
SORRENTO;10199;;
ARAUJO;10200;;
EL CASTILLO;10201;;
BACK ROAD;10202;;
BRASILIA;10203;;
SAN JUAN BAUTISTA;10204;;
PARCELACION ANDALUCIA;10205;;
CERRITOS DE LA PAZ;10206;;
LA CALERA;10207;;
EL RINCON DE LA AURORA;10208;;
EL SUR;10209;;
MAGISTERIO;10210;;
VILLA LUCIA;10211;;
VILLA VICTORIA;10212;;
VI—EDO;10213;;
VILLA EMMA;10214;;
LAS AGUITAS;10215;;
LOS CORALES;10216;;
PRESIDENTE;10217;;
ZARAGOZA;10218;;
NUEVO CHILE;10219;;
MARILUZ;10220;;
EL  POPAL;10221;;
PUEBLITO;10222;;
PALENQUE;10223;;
PORTALES DEL NORTE;10224;;
11 DE NOVIEMBRE;10225;;
ANGANOY;10226;;
LOS BRACEROS;10227;;
USUARIOS CAMPESINOS;10228;;
POBLADO I;10229;;
NICOLAS BORRERO;10230;;
GUAYABITO;10231;;
RIVERAS DEL ROSARIO;10232;;
ALTOS DE NORMANDIA;10233;;
BOTANILLA;10234;;
NUEVA ARANDA;10235;;
HILDA MARIA;10236;;
ADARVES DEL SALITRE;10237;;
LA MARTHA;10238;;
9 DE ENERO;10239;;
VILLAS DE SANFERNANDO;10240;;
ALBERTO YEPES;10241;;
ORTEGA CORRALES;10242;;
CLARITA BOTERO;10243;;
LA SERENA;10244;;
HAROLD HEDER;10245;;
PADILLA;10246;;
DOS AGUAS;10247;;
ASSIVIZA;10248;;
LA AVENIDA;10249;;
LA VIRGEN;10250;;
BARBACOAS;10251;;
VILLAS DE SAN RAFAEL;10252;;
FLORIDA NORTE;10253;;
URBANIZACION LA PAZ;10254;;
BOSQUES DE LA FONTANA;10255;;
HELENA SANTOS;10256;;
RAFAEL PUYO;10257;;
CIUDADELA CAFE;10258;;
EL PODER;10259;;
GARCIA HERREROS;10260;;
GARCIA HERRERA;10261;;
LA UNIVERSIDAD;10262;;
VILLAPALMAS;10263;;
EL ORTIGAL;10264;;
EL CONDADO;10265;;
TORRIJOS;10266;;
CALIMITA;10267;;
J.J JARAMILLO;10268;;
QUINTAS DE DON SIMON;10269;;
GUALANDAY;10270;;
MACUNAIMA;10271;;
INGENIO MANUELITA;10272;;
NUQUI;10273;;
PILAR II;10274;;
LA PALMIRANA;10275;;
ATALAYA;10276;;
VILLA DEL CARMEN;10277;;
SAN CAMILO;10278;;
ALTO REFUGIO;10279;;
CADILLAL;10280;;
FRANCISCO JARAMILLO;10281;;
URBANIZACION FLAMENCO;10282;;
COINSER;10283;;
CONTADOR;10284;;
URBANIZACION  TINAJAS;10285;;
PARQUES DEL BOSQUE;10286;;
ALTO JORDAN;10287;;
MONTECLARO;10288;;
CONJUNTO ANTIGUA;10289;;
LA REMONTA;10290;;
LA HORTENSIA;10291;;
ELEDER;10292;;
MINITAS;10293;;
CASALOMA;10294;;
NUEVA FLORESTA;10295;;
SAN ALONSO;10296;;
LA COOPERATIVA;10297;;
URBANIZACION LA FLORIDA;10298;;
SECTOR TUNIA;10299;;
CANALON;10300;;
ADRIANITA;10301;;
CUNA DEL SOL;10302;;
EL TRIANGULO;10303;;
PAMPAS DEL MIRADOR;10304;;
PORTADA DE COMFANDI;10305;;
PRADOS DEL CENTRO;10306;;
SAN BARTOLOME;10307;;
IBERIA;10308;;
VALLE DE LA FERREIRA;10309;;
CONFENALCO;10310;;
BUCHITOLO;10311;;
VILLA CANGREJO;10312;;
31 DE MARZO;10314;;
COMFAMILIAR;10315;;
JOSE JOAQUIN I;10316;;
EL PEDRERO;10317;;
EL SEMBRADOR;10318;;
TULIO VARON;10319;;
CIUDAD DEL CAMPO;10320;;
CIUDADELA TERRANOVA;10321;;
CONDADO DE CASTILLA;10322;;
VALPARAISO;10323;;
VILLA LINDA;10324;;
BENITO JUAREZ;10325;;
SOLAR DE LAS GARZAS;10326;;
CA—AVERAL OESTE;10327;;
YANACONAS;10328;;
BALCONES DE LA FLORA;10329;;
MAYAPAN;10330;;
URBANIZACION GRATAMIRA;10331;;
YESQUITA;10332;;
AGUA MARINA;10333;;
VILLAS DEL PUERTO;10334;;
AVENIDA CA—AS GORDAS;10335;;
MOLINOS DE LA ESTANCIA;10336;;
CHAMBACU;10337;;
EMPEDRADO;10338;;
RINCON DE LA FLORA;10339;;
ALVARO ESCOBAR;10340;;
VILLAS DEL MEDITERRANEO;10341;;
ARCADIA;10342;;
VILLA JARDIN;10343;;
YULDAIMA;10344;;
ALTO DE LA TAZA;10345;;
CEDRO GOLFI;10346;;
URESCA;10347;;
MIRIÒAO;10348;;
JOQUITA;10349;;
LOMAS DE GRANADA;10350;;
LA PAMBA;10351;;
LA CLARIDAD;10352;;
PUEBLILLO;10353;;
BAJO POLVORINES;10354;;
LA GAITANA;10355;;
COLINAS DEL REFUGIO;10356;;
ARMANDO VASQUEZ;10357;;
EL ARADO;10358;;
REMANZOS DE COMFANDI;10359;;
EL BRILLANTE;10360;;
VIVIENDA OBRERA;10361;;
PAIL”N;10362;;
CONTINENTAL;10363;;
LAS VENTAS;10364;;
PALO SECO;10365;;
PALOMESTIZO;10366;;
GUAVINERO;10367;;
ALFONSO LOPEZ PUMAREJO ETAPA III;10368;;
TAJO;10369;;
VILLA ANGELA;10370;;
CEVILLAR;10371;;
PORTAL DE LAS CEIBAS;10372;;
GALICIA;10373;;
PIAMONTE BAJO;10374;;
QUINTAS DEL SOL;10375;;
HOJARASCA;10376;;
CORONA 1;10377;;
SOLIDARIDAD;10378;;
SEIBAS;10379;;
PUERTAS DEL SOL;10380;;
YESCA GRANDE;10381;;
FRAY PE—A;10382;;
ALTA SUIZA;10383;;
NUEVO DESPERTAR;10384;;
BARRANQUILLA;10385;;
JESUS CAUTIVO;10386;;
VILLAZARZAL;10387;;
ZACARIAS RIO DAGUA;10388;;
VIOLETAS 2;10389;;
MUTIS;10390;;
CATUMARE;10391;;
CIUDADELA COLSUBSIDIO;10392;;
EMILIO BOTERO;10393;;
SERREZUELA;10394;;
LA FACHADA;10395;;
PUEBLITO PAISA;10396;;
PORTAL DEL SAMAN II;10397;;
EL RUBI;10398;;
PRADO VERANIEGO;10399;;
LA CUMBRE;10400;;
EL PORTAL;10401;;
SAN JOSÈ OBRERO;10402;;
URBANIZACION FLOR DE LA CAMPANA;10403;;
URBANIZACION VILLA MARIA;10404;;
BOSQUES DE LA COLINA;10405;;
PAPAYAL;10406;;
BRISAS DEL MAR #2;10407;;
CAÒAVERALES III;10408;;
CENTRAL VILLA GORGONA;10409;;
VILLA ALEJANDRA;10410;;
OBREROS DE CRISTO;10411;;
PORTALES DE BUGALAGRANDE;10412;;
EL PICACHO;10413;;
SANTA INES DE COMFAMILIAR;10414;;
VILLA NUEVA;10415;;
LA PLAZUELA;10416;;
GUYANA;10417;;
LA BASE;10418;;
CENTRO SOLARTE;10419;;
LOS MAYALES;10420;;
VILLA CARI—O;10421;;
ARKACENTRO;10422;;
CIUDADELA SAN MARCOS;10423;;
SALAMINA;10424;;
VILLA TATIANA;10425;;
VILLAS DE LA HACIENDA;10426;;
POTRERO GRANDE;10427;;
VARSOVIA;10428;;
PARTIDERO;10429;;
TEJARES;10430;;
LOS CHANCOS;10431;;
TERRANOVA;10432;;
SUERTE 90;10433;;
NN1;10434;;
NN2;10435;;
NN3;10436;;
NN4;10437;;
NN5;10438;;
NN7;10439;;
